respondent_id,age,gender,country,education_level,employment_status,industry,job_role_level,work_experience_years,income_bracket,household_dependents,perceived_automation_risk,role_partially_automated,pct_tasks_automatable,ai_awareness,enrolled_reskilling,learning_platform,upskilling_hours_per_week,willingness_to_reskill,biggest_barrier,preferred_learning_mode,top_skill_pursued,reskilling_awareness_source,employer_provides_reskilling,govt_reskilling_subsidies,satisfaction_employer_ld,would_switch_for_reskilling,career_confidence_5yr,career_anxiety,accept_lower_pay_futureproof,expected_role_change_timeline,successful_reskill_transition,automation_vulnerability_idx,reskilling_engagement_score,support_ecosystem_score,anxiety_to_action_ratio,income_reskilling_gap,future_readiness_idx
R06635,44,Female,Germany,Bachelor's,Full-time Employed,Education,Senior,22,€65-100K,2.0,1,No,21-40%,4,No,None,0.0,2,No Relevant Programs,Online Self-paced,None,Social Media,Yes,Yes,4,No,2,2,No,6,No,0.09,0.062,0.912,3.472,Complacent High Earner,0.338
R06636,30,Male,Nigeria,Master's,Full-time Employed,Logistics/Supply Chain,Mid-level,10,₦1.5-4M,3.0,3,No,61-80%,4,No,None,0.0,1,Time,In-person Classroom,None,Employer,No,Yes,2,Yes,3,1,No,8,No,0.41,0.0,0.387,0.0,At-Risk Low Earner,0.317
R06637,33,Male,Nigeria,High School/Diploma,Full-time Employed,Retail/E-commerce,Mid-level,8,₦4-8M,1.0,3,No,61-80%,1,No,None,0.0,3,Family Responsibilities,On-the-job Training,None,News/Media,Yes,No,4,No,2,3,No,5,Yes,0.41,0.125,0.612,3.704,At-Risk Low Earner,0.442
R06638,37,Female,Philippines,Bachelor's,Self-employed/Freelancer,Manufacturing,Manager/Director,13,₱700K-1.5M,4.0,4,No,41-60%,4,No,None,0.0,3,Cost,Hybrid,None,Self-Research,Yes,Unsure,3,No,4,3,No,2,Yes,0.45,0.125,0.675,3.704,Complacent High Earner,0.692
R06639,43,Male,UK,Master's,Full-time Employed,Technology/IT,Mid-level,23,£80-120K,3.0,3,No,21-40%,3,Yes,Company Internal LMS,5.3,4,Employer Doesn't Support,Hybrid,Data/AI & Machine Learning,Employer,Yes,Unsure,4,No,3,4,No,6,No,0.29,0.717,0.762,1.032,Invested High Earner,0.612
R06640,26,Female,India,Bachelor's,Full-time Employed,Technology/IT,Entry-level,2,₹12-25L,2.0,3,No,41-60%,5,Yes,LinkedIn Learning,1.3,4,Time,Online Self-paced,Project Management,Social Media,No,Unsure,2,Yes,4,3,No,4,No,0.35,0.657,0.238,0.75,Complacent High Earner,0.746
R06641,38,Male,USA,Bachelor's,Self-employed/Freelancer,Energy/Utilities,Mid-level,18,$75-120K,2.0,3,No,0-20%,2,No,Company Internal LMS,1.6,3,Cost,Hybrid,Cybersecurity,News/Media,Yes,Yes,4,No,3,3,No,4,No,0.23,0.349,0.912,1.393,Complacent High Earner,0.558
R06642,33,Non-Binary,South Africa,Bachelor's,Self-employed/Freelancer,Manufacturing,Mid-level,13,>R1.2M,1.0,3,No,21-40%,5,No,None,0.0,5,Lack of Awareness,On-the-job Training,None,News/Media,No,Unsure,2,Yes,3,3,Yes,6,No,0.29,0.25,0.238,1.923,Complacent High Earner,0.7
R06643,44,Female,Australia,Bachelor's,Full-time Employed,Logistics/Supply Chain,Senior,19,A$160-250K,2.0,3,Yes,0-20%,2,Yes,Company Internal LMS,1.0,4,Family Responsibilities,Online Self-paced,Data/AI & Machine Learning,News/Media,No,No,3,Yes,3,3,Yes,5,No,0.53,0.653,0.175,0.754,Complacent High Earner,0.629
R06644,26,Female,Brazil,Master's,Full-time Employed,Technology/IT,Entry-level,1,R$20-40K,0.0,4,No,21-40%,4,No,None,0.0,4,Time,Online Self-paced,None,News/Media,No,No,4,Yes,4,4,No,4,No,0.39,0.188,0.262,3.788,At-Risk Low Earner,0.746
R06645,35,Male,India,Master's,Full-time Employed,Manufacturing,Entry-level,13,₹25-50L,2.0,3,No,41-60%,3,Yes,YouTube/Free Resources,1.8,2,Time,In-person Classroom,Green/Sustainability Skills,News/Media,No,No,2,Yes,3,4,No,2,Yes,0.35,0.54,0.088,1.364,Complacent High Earner,0.504
R06646,29,Non-Binary,India,Bachelor's,Full-time Employed,Technology/IT,Entry-level,8,₹6-12L,2.0,4,No,41-60%,4,Yes,Bootcamp,1.5,4,Cost,Online Self-paced,Data/AI & Machine Learning,Social Media,No,No,2,Yes,3,4,Yes,2,Yes,0.45,0.66,0.088,1.119,At-Risk Low Earner,0.679
R06647,37,Female,Philippines,High School/Diploma,Unemployed - Seeking,Manufacturing,Manager/Director,16,₱700K-1.5M,3.0,3,No,21-40%,3,No,Bootcamp,0.0,3,Cost,On-the-job Training,None,Peers/Network,No,No,3,No,3,4,No,2,No,0.29,0.125,0.175,5.556,Complacent High Earner,0.592
R06648,43,Male,Japan,Master's,Full-time Employed,Financial Services,Senior,23,¥8-12M,2.0,4,Yes,41-60%,4,No,None,0.0,4,Family Responsibilities,Online Instructor-led,None,Social Media,No,No,4,No,4,4,No,8,No,0.75,0.188,0.262,3.788,Complacent High Earner,0.679
R06649,26,Female,UK,Master's,Part-time Employed,Retail/E-commerce,Entry-level,5,£80-120K,1.0,3,Yes,21-40%,3,Yes,LinkedIn Learning,2.7,4,Cost,On-the-job Training,Cybersecurity,Social Media,No,Unsure,2,No,2,3,Yes,7,Yes,0.59,0.678,0.238,0.727,Complacent High Earner,0.496
R06650,43,Male,Germany,Bachelor's,Full-time Employed,Agriculture,Manager/Director,20,€65-100K,3.0,3,Yes,21-40%,4,Yes,University/College Program,5.9,4,Employer Doesn't Support,In-person Classroom,Cybersecurity,Self-Research,No,Yes,1,No,4,4,No,7,No,0.59,0.726,0.3,1.019,Invested High Earner,0.696
R06651,29,Male,Singapore,PhD,Full-time Employed,Healthcare,Mid-level,8,,1.0,3,Yes,61-80%,3,Yes,LinkedIn Learning,13.9,3,No Relevant Programs,Online Self-paced,Digital Marketing,News/Media,Yes,Yes,2,Yes,4,1,No,5,Yes,0.71,0.784,0.737,0.0,Unknown,0.642
R06652,41,Male,UK,Master's,Unemployed - Not Seeking,Manufacturing,Entry-level,20,£30-50K,3.0,3,No,0-20%,2,Yes,edX,6.0,3,Lack of Awareness,Hybrid,Project Management,Social Media,No,No,3,No,4,4,Yes,5,No,0.23,0.665,0.175,1.111,Striving Upskiller,0.642
R06653,32,Female,Brazil,Below High School,Unemployed - Seeking,Education,Senior,10,R$80-150K,0.0,3,No,61-80%,2,No,None,0.0,5,Family Responsibilities,On-the-job Training,None,News/Media,No,No,1,No,3,3,Yes,4,No,0.41,0.25,0.0,1.923,Complacent High Earner,0.733
R06654,37,Male,Germany,High School/Diploma,Self-employed/Freelancer,Energy/Utilities,Executive/C-suite,15,>€150K,0.0,3,No,41-60%,4,No,None,2.7,4,Lack of Awareness,Online Self-paced,Cybersecurity,Social Media,Yes,Unsure,2,Yes,5,3,No,8,Yes,0.35,0.428,0.588,1.142,Complacent High Earner,0.779
R06655,33,Female,USA,Master's,Full-time Employed,Media/Entertainment,Mid-level,11,>$200K,0.0,2,Yes,41-60%,3,Yes,University/College Program,1.5,3,Time,On-the-job Training,Cloud Computing,Peers/Network,Yes,No,3,No,3,2,No,6,Yes,0.55,0.598,0.525,0.411,Complacent High Earner,0.525
R06656,32,Female,Australia,Bachelor's,Part-time Employed,Manufacturing,Senior,11,A$100-160K,2.0,3,No,0-20%,3,No,Company Internal LMS,1.3,4,Family Responsibilities,Peer Learning/Mentorship,Project Management,Self-Research,Yes,Unsure,3,No,3,3,No,2,No,0.23,0.407,0.675,1.199,Complacent High Earner,0.679
R06657,33,Female,Australia,Master's,Full-time Employed,Technology/IT,Senior,12,A$60-100K,1.0,3,No,21-40%,3,Yes,YouTube/Free Resources,1.2,2,No Relevant Programs,Online Instructor-led,Data/AI & Machine Learning,News/Media,Yes,Unsure,5,Yes,4,2,Yes,6,Yes,0.29,0.53,0.85,0.463,At-Risk Low Earner,0.538
R06658,33,Male,India,Bachelor's,Student,Retail/E-commerce,Entry-level,10,₹12-25L,0.0,3,No,0-20%,4,Yes,Coursera,12.2,3,Cost,Peer Learning/Mentorship,Soft Skills/Leadership,Peers/Network,No,Yes,3,No,3,2,No,5,Yes,0.23,0.758,0.475,0.326,Invested High Earner,0.542
R06659,32,Male,Philippines,High School/Diploma,Full-time Employed,Agriculture,Mid-level,11,>₱3M,2.0,2,No,0-20%,3,Yes,YouTube/Free Resources,1.5,4,Cost,On-the-job Training,Green/Sustainability Skills,Peers/Network,No,No,2,Yes,3,2,No,10,No,0.13,0.66,0.088,0.373,Complacent High Earner,0.546
R06660,38,Male,India,Bachelor's,Unemployed - Not Seeking,Technology/IT,Entry-level,18,₹6-12L,2.0,1,No,21-40%,3,No,None,0.0,4,Lack of Awareness,Online Self-paced,None,Self-Research,No,No,4,No,3,4,No,4,No,0.09,0.188,0.262,3.788,At-Risk Low Earner,0.646
R06661,29,Male,Japan,Master's,Self-employed/Freelancer,Government/Public Sector,Senior,4,¥5-8M,1.0,4,No,81-100%,4,No,YouTube/Free Resources,0.0,3,Cost,Peer Learning/Mentorship,None,Peers/Network,No,No,1,Yes,5,4,Yes,3,No,0.57,0.125,0.0,5.556,At-Risk Low Earner,0.775
R06662,28,Non-Binary,Brazil,Bachelor's,Full-time Employed,Media/Entertainment,Senior,6,R$80-150K,2.0,1,No,21-40%,2,No,None,0.0,3,Cost,Peer Learning/Mentorship,None,Peers/Network,No,No,3,No,5,2,No,7,No,0.09,0.125,0.175,1.852,Complacent High Earner,0.708
R06663,27,Female,UAE,Bachelor's,Full-time Employed,Healthcare,Mid-level,2,AED 120-240K,2.0,5,Yes,41-60%,4,Yes,Bootcamp,1.0,4,Family Responsibilities,Online Self-paced,Cybersecurity,Self-Research,Yes,Unsure,4,No,5,4,Yes,2,Yes,0.85,0.653,0.762,1.131,At-Risk Low Earner,0.879
R06664,28,Male,India,High School/Diploma,Self-employed/Freelancer,Healthcare,Entry-level,4,<₹3L,0.0,2,Yes,61-80%,3,Yes,LinkedIn Learning,5.1,3,No Relevant Programs,On-the-job Training,Soft Skills/Leadership,Government Campaign,No,No,1,No,3,1,No,11,No,0.61,0.652,0.0,0.0,Striving Upskiller,0.442
R06665,41,Male,Germany,High School/Diploma,Unemployed - Seeking,Media/Entertainment,Executive/C-suite,19,€65-100K,2.0,2,No,21-40%,3,No,LinkedIn Learning,0.0,4,Cost,Peer Learning/Mentorship,None,Employer,No,Unsure,1,Yes,3,4,No,8,Yes,0.19,0.188,0.15,3.788,Complacent High Earner,0.579
R06666,34,Non-Binary,Nigeria,Bachelor's,Full-time Employed,Media/Entertainment,Senior,13,<₦1.5M,3.0,2,No,41-60%,2,No,Government Program,0.0,3,No Relevant Programs,Hybrid,None,Self-Research,No,No,2,Yes,2,1,No,6,No,0.25,0.125,0.088,0.0,At-Risk Low Earner,0.425
R06667,30,Male,UAE,Master's,Full-time Employed,Retail/E-commerce,Executive/C-suite,5,AED 240-480K,1.0,1,No,21-40%,3,No,None,0.0,4,No Relevant Programs,Online Instructor-led,None,Government Campaign,No,No,1,No,2,3,Yes,8,No,0.09,0.188,0.0,2.525,Complacent High Earner,0.479
R06668,42,Female,USA,Master's,Full-time Employed,Healthcare,Mid-level,15,$25-50K,1.0,2,Yes,21-40%,2,No,Udemy,1.9,3,No Relevant Programs,Online Self-paced,Software Development,Social Media,Yes,No,4,No,3,3,Yes,4,No,0.49,0.354,0.612,1.374,At-Risk Low Earner,0.558
R06669,28,Male,UAE,Bachelor's,Full-time Employed,Manufacturing,Mid-level,5,AED 480-720K,0.0,3,No,0-20%,3,Yes,Coursera,4.7,4,Lack of Awareness,On-the-job Training,Project Management,Peers/Network,No,Unsure,2,Yes,3,3,No,6,No,0.23,0.708,0.238,0.696,Complacent High Earner,0.612
R06670,32,Female,UAE,Bachelor's,Self-employed/Freelancer,Government/Public Sector,Mid-level,13,AED 120-240K,2.0,4,No,0-20%,2,Yes,Government Program,1.2,5,Time,Online Self-paced,Project Management,Self-Research,No,Unsure,3,Yes,3,3,No,3,Yes,0.33,0.718,0.325,0.687,At-Risk Low Earner,0.75
R06671,20,Non-Binary,UAE,Master's,Student,Agriculture,Entry-level,0,AED 480-720K,1.0,2,No,81-100%,5,Yes,Company Internal LMS,13.6,3,Lack of Awareness,Peer Learning/Mentorship,Data/AI & Machine Learning,Social Media,No,Unsure,3,Yes,4,4,No,4,Yes,0.37,0.779,0.325,0.951,Invested High Earner,0.658
R06672,40,Female,Germany,Bachelor's,Full-time Employed,Agriculture,Senior,19,€65-100K,4.0,3,Yes,0-20%,3,No,None,1.6,3,Family Responsibilities,On-the-job Training,Data/AI & Machine Learning,Government Campaign,No,No,3,No,4,3,No,9,No,0.53,0.349,0.175,1.393,Complacent High Earner,0.575
R06673,58,Male,USA,Bachelor's,Unemployed - Seeking,Government/Public Sector,Senior,34,$75-120K,2.0,1,No,21-40%,3,Yes,Coursera,4.6,2,Cost,Peer Learning/Mentorship,Soft Skills/Leadership,News/Media,No,No,2,Yes,2,2,No,11,Yes,0.09,0.582,0.088,0.422,Complacent High Earner,0.254
R06674,39,Female,UK,Below High School,Full-time Employed,Media/Entertainment,Executive/C-suite,15,£50-80K,2.0,2,Yes,0-20%,3,No,None,0.0,2,Time,Hybrid,None,News/Media,No,No,3,No,3,4,No,5,No,0.43,0.062,0.175,10.0,Complacent High Earner,0.454
R06675,33,Female,South Africa,Below High School,Part-time Employed,Technology/IT,Senior,12,,3.0,4,Yes,81-100%,3,No,None,0.0,5,No Relevant Programs,On-the-job Training,None,Social Media,No,Yes,3,No,4,5,Yes,1,No,0.87,0.25,0.475,3.846,Unknown,0.883
R06676,30,Male,USA,PhD,Full-time Employed,Technology/IT,Mid-level,12,$50-75K,0.0,2,No,21-40%,4,Yes,Company Internal LMS,3.0,4,Time,Online Instructor-led,Data/AI & Machine Learning,News/Media,No,Yes,3,Yes,2,2,No,10,No,0.19,0.682,0.475,0.361,At-Risk Low Earner,0.446
R06677,35,Male,India,Master's,Self-employed/Freelancer,Retail/E-commerce,Mid-level,15,₹12-25L,3.0,4,Yes,41-60%,5,Yes,Company Internal LMS,7.1,4,No Relevant Programs,Online Self-paced,Digital Marketing,News/Media,No,Unsure,3,No,2,3,No,5,No,0.75,0.744,0.325,0.663,Invested High Earner,0.529
R06678,28,Non-Binary,Japan,Bachelor's,Full-time Employed,Financial Services,Mid-level,10,¥8-12M,1.0,4,No,41-60%,3,Yes,edX,3.3,3,Lack of Awareness,Online Self-paced,Software Development,Employer,Yes,Unsure,4,No,3,5,No,2,Yes,0.45,0.624,0.762,1.577,Complacent High Earner,0.592
R06679,34,Male,Brazil,Below High School,Full-time Employed,Media/Entertainment,Mid-level,10,R$20-40K,3.0,4,No,41-60%,3,No,None,0.0,2,Employer Doesn't Support,Peer Learning/Mentorship,None,Employer,Yes,Unsure,3,No,1,4,No,6,No,0.45,0.062,0.675,10.0,At-Risk Low Earner,0.238
R06680,41,Male,USA,High School/Diploma,Student,Agriculture,Entry-level,15,$25-50K,3.0,2,No,0-20%,3,Yes,Coursera,10.1,3,Cost,In-person Classroom,Digital Marketing,Government Campaign,No,No,2,No,3,3,No,6,Yes,0.13,0.726,0.088,0.679,Striving Upskiller,0.525
R06681,43,Male,India,Bachelor's,Unemployed - Seeking,Technology/IT,Mid-level,21,₹3-6L,1.0,3,Yes,21-40%,3,Yes,University/College Program,7.9,4,Lack of Awareness,Online Instructor-led,Digital Marketing,Self-Research,No,Unsure,2,No,4,4,Yes,1,Yes,0.59,0.756,0.238,0.979,Striving Upskiller,0.796
R06682,38,Prefer Not to Say,India,Master's,Full-time Employed,Retail/E-commerce,Senior,17,₹6-12L,3.0,3,No,0-20%,4,Yes,Government Program,5.0,4,Family Responsibilities,Online Self-paced,Cloud Computing,News/Media,No,No,2,No,4,5,No,7,No,0.23,0.712,0.088,1.385,Striving Upskiller,0.696
R06683,37,Female,USA,High School/Diploma,Full-time Employed,Media/Entertainment,Mid-level,14,$50-75K,3.0,3,No,81-100%,2,No,Company Internal LMS,0.0,4,Family Responsibilities,Hybrid,None,Peers/Network,Yes,Yes,2,No,2,3,No,2,Yes,0.47,0.188,0.737,2.525,At-Risk Low Earner,0.579
R06684,28,Female,Germany,Master's,Unemployed - Not Seeking,Government/Public Sector,Entry-level,10,>€150K,0.0,3,Yes,21-40%,2,Yes,Coursera,3.9,4,Lack of Awareness,In-person Classroom,Cybersecurity,Peers/Network,No,Unsure,1,Yes,3,3,No,6,No,0.59,0.696,0.15,0.708,Complacent High Earner,0.612
R06685,23,Female,UK,Master's,Student,Logistics/Supply Chain,Entry-level,3,£80-120K,0.0,2,No,0-20%,3,Yes,Coursera,1.5,4,Family Responsibilities,In-person Classroom,Software Development,Social Media,No,No,2,Yes,5,2,No,7,Yes,0.13,0.66,0.088,0.373,Complacent High Earner,0.796
R06686,42,Female,Germany,Master's,Unemployed - Seeking,Manufacturing,Manager/Director,17,>€150K,2.0,2,No,81-100%,3,No,None,1.7,4,No Relevant Programs,Online Self-paced,Soft Skills/Leadership,Self-Research,No,No,2,No,3,2,No,10,No,0.37,0.413,0.088,0.591,Complacent High Earner,0.546
R06687,46,Female,USA,Master's,Part-time Employed,Government/Public Sector,Executive/C-suite,22,$120-200K,4.0,3,No,0-20%,3,Yes,Udemy,1.2,3,Time,Online Self-paced,Software Development,Peers/Network,No,No,3,No,3,3,No,9,No,0.23,0.593,0.175,0.829,Complacent High Earner,0.475
R06688,39,Female,USA,Bachelor's,Full-time Employed,Financial Services,Manager/Director,19,$75-120K,4.0,4,No,61-80%,5,Yes,University/College Program,1.7,5,No Relevant Programs,Online Self-paced,Cybersecurity,Social Media,Yes,Unsure,4,No,5,3,No,1,No,0.51,0.726,0.762,0.679,Complacent High Earner,0.983
R06689,30,Female,USA,Bachelor's,Full-time Employed,Technology/IT,Mid-level,4,$120-200K,0.0,3,Yes,0-20%,2,Yes,Government Program,3.6,4,Time,Online Instructor-led,UX/UI Design,Social Media,No,No,2,Yes,3,2,No,3,No,0.53,0.692,0.088,0.356,Complacent High Earner,0.662
R06690,44,Male,Japan,Below High School,Full-time Employed,Logistics/Supply Chain,Manager/Director,20,¥8-12M,2.0,1,No,0-20%,3,No,None,0.0,3,Family Responsibilities,Online Self-paced,None,Peers/Network,No,No,2,No,3,4,No,7,Yes,0.03,0.125,0.088,5.556,Complacent High Earner,0.508
R06691,28,Female,UAE,Master's,Unemployed - Not Seeking,Agriculture,Entry-level,5,AED 120-240K,1.0,1,No,21-40%,5,Yes,Bootcamp,10.9,4,Family Responsibilities,Online Instructor-led,Project Management,News/Media,No,Yes,2,No,4,3,No,11,No,0.09,0.801,0.387,0.617,Striving Upskiller,0.629
R06692,20,Female,Singapore,PhD,Unemployed - Seeking,Healthcare,Mid-level,1,S$90-150K,1.0,2,No,0-20%,5,Yes,Company Internal LMS,10.3,3,Time,In-person Classroom,UX/UI Design,Social Media,No,Yes,2,Yes,4,4,No,7,Yes,0.13,0.73,0.387,1.014,Invested High Earner,0.608
R06693,21,Male,India,Bachelor's,Full-time Employed,Healthcare,Entry-level,1,₹3-6L,1.0,3,No,21-40%,5,No,None,0.0,3,Lack of Awareness,Hybrid,None,Employer,No,No,1,Yes,2,2,No,4,No,0.29,0.125,0.0,1.852,At-Risk Low Earner,0.458
R06694,39,Male,Singapore,Master's,Part-time Employed,Technology/IT,Senior,13,S$90-150K,1.0,3,No,41-60%,3,No,None,0.0,4,Time,On-the-job Training,None,Social Media,Yes,Yes,2,Yes,3,2,No,4,No,0.35,0.188,0.737,1.263,Complacent High Earner,0.646
R06695,30,Non-Binary,India,Bachelor's,Part-time Employed,Healthcare,Mid-level,6,₹6-12L,1.0,3,No,41-60%,3,No,None,0.0,4,Lack of Awareness,Online Self-paced,None,None,Yes,Unsure,4,Yes,2,3,No,5,Yes,0.35,0.188,0.762,2.525,At-Risk Low Earner,0.529
R06696,32,Male,Germany,Master's,Part-time Employed,Technology/IT,Mid-level,11,<€20K,1.0,4,Yes,0-20%,3,No,edX,0.0,4,Time,Online Instructor-led,None,Government Campaign,Yes,Unsure,5,No,2,5,No,1,No,0.63,0.188,0.85,5.051,At-Risk Low Earner,0.596
R06697,29,Male,Japan,Master's,Self-employed/Freelancer,Education,Manager/Director,6,¥8-12M,1.0,3,Yes,0-20%,5,Yes,Coursera,2.1,4,Employer Doesn't Support,On-the-job Training,Project Management,Social Media,No,No,1,No,5,2,No,2,Yes,0.53,0.669,0.0,0.368,Complacent High Earner,0.879
R06698,25,Male,Singapore,PhD,Full-time Employed,Technology/IT,Mid-level,1,S$50-90K,2.0,3,Yes,21-40%,5,Yes,edX,1.0,3,Family Responsibilities,On-the-job Training,Project Management,Employer,Yes,Unsure,3,Yes,4,2,No,7,Yes,0.59,0.59,0.675,0.417,At-Risk Low Earner,0.608
R06699,27,Male,Japan,Master's,Full-time Employed,Retail/E-commerce,Mid-level,3,¥3-5M,1.0,3,No,61-80%,3,No,None,0.0,5,Employer Doesn't Support,Online Instructor-led,None,Self-Research,No,No,1,Yes,5,2,No,5,Yes,0.41,0.25,0.0,0.962,At-Risk Low Earner,0.917
R06700,50,Female,Australia,High School/Diploma,Self-employed/Freelancer,Government/Public Sector,Mid-level,29,A$60-100K,0.0,3,No,61-80%,4,No,None,0.7,4,Family Responsibilities,On-the-job Training,Green/Sustainability Skills,Employer,Yes,Unsure,3,No,3,4,No,4,Yes,0.41,0.398,0.675,1.838,At-Risk Low Earner,0.646
R06701,29,Male,UK,High School/Diploma,Full-time Employed,Education,Mid-level,9,£30-50K,2.0,2,No,0-20%,4,No,None,0.0,3,Lack of Awareness,Online Instructor-led,None,Government Campaign,Yes,No,4,No,4,1,No,9,Yes,0.13,0.125,0.612,0.0,At-Risk Low Earner,0.575
R06702,26,Male,UK,Master's,Full-time Employed,Retail/E-commerce,Mid-level,6,£50-80K,1.0,4,Yes,21-40%,5,No,None,0.0,2,Family Responsibilities,Online Self-paced,None,Peers/Network,Yes,Unsure,3,Yes,3,5,No,5,Yes,0.69,0.062,0.675,10.0,Complacent High Earner,0.454
R06703,38,Male,UAE,Bachelor's,Full-time Employed,Technology/IT,Mid-level,17,AED 120-240K,1.0,3,No,41-60%,4,Yes,Coursera,1.3,1,Cost,On-the-job Training,Data/AI & Machine Learning,Peers/Network,Yes,Unsure,3,No,4,2,No,5,No,0.35,0.47,0.675,0.521,At-Risk Low Earner,0.467
R06704,27,Non-Binary,USA,Bachelor's,Unemployed - Seeking,Manufacturing,Manager/Director,6,$50-75K,0.0,2,Yes,0-20%,2,No,None,0.0,4,Employer Doesn't Support,On-the-job Training,None,Peers/Network,No,Unsure,1,Yes,2,3,No,8,No,0.43,0.188,0.15,2.525,At-Risk Low Earner,0.479
R06705,20,Female,South Africa,Below High School,Full-time Employed,Financial Services,Mid-level,1,R400-750K,2.0,3,Yes,81-100%,3,No,Coursera,0.0,4,Cost,Hybrid,None,Employer,Yes,No,4,No,4,2,No,2,No,0.77,0.188,0.612,1.263,Complacent High Earner,0.779
R06706,32,Female,Singapore,Master's,Full-time Employed,Media/Entertainment,Mid-level,11,S$50-90K,3.0,4,Yes,61-80%,4,No,None,0.9,4,Time,Online Self-paced,Cybersecurity,Peers/Network,Yes,Yes,3,Yes,3,4,Yes,3,No,0.81,0.401,0.825,1.825,At-Risk Low Earner,0.662
R06707,26,Female,Philippines,Master's,Full-time Employed,Agriculture,Entry-level,0,₱1.5-3M,1.0,4,No,21-40%,4,Yes,Coursera,7.5,3,Time,On-the-job Training,UX/UI Design,Social Media,Yes,No,4,No,3,2,No,1,Yes,0.39,0.688,0.612,0.358,Invested High Earner,0.608
R06708,25,Male,UAE,Bachelor's,Full-time Employed,Education,Entry-level,3,AED 240-480K,1.0,4,Yes,61-80%,3,Yes,Company Internal LMS,4.5,5,No Relevant Programs,Online Self-paced,Green/Sustainability Skills,Social Media,No,Yes,1,Yes,3,4,No,5,No,0.81,0.768,0.3,0.964,Complacent High Earner,0.717
R06709,38,Female,South Africa,High School/Diploma,Self-employed/Freelancer,Retail/E-commerce,Mid-level,18,R200-400K,3.0,4,Yes,61-80%,4,No,None,0.0,3,No Relevant Programs,Peer Learning/Mentorship,None,Social Media,No,No,2,Yes,2,5,No,2,No,0.81,0.125,0.088,7.407,At-Risk Low Earner,0.492
R06710,34,Female,India,Bachelor's,Self-employed/Freelancer,Logistics/Supply Chain,Mid-level,9,₹12-25L,,3,No,21-40%,2,No,None,0.0,5,Time,Online Instructor-led,None,News/Media,No,No,2,Yes,4,3,Yes,3,Yes,0.29,0.25,0.088,1.923,Complacent High Earner,0.85
R06711,27,Female,Nigeria,Bachelor's,Unemployed - Seeking,Agriculture,Entry-level,3,₦1.5-4M,0.0,4,No,21-40%,4,Yes,YouTube/Free Resources,14.0,2,Family Responsibilities,In-person Classroom,Data/AI & Machine Learning,Peers/Network,No,No,2,Yes,4,5,No,3,Yes,0.39,0.722,0.088,1.366,Striving Upskiller,0.588
R06712,47,Male,Singapore,High School/Diploma,Full-time Employed,Technology/IT,Manager/Director,22,S$90-150K,2.0,3,No,21-40%,3,Yes,LinkedIn Learning,3.7,4,No Relevant Programs,Peer Learning/Mentorship,Soft Skills/Leadership,None,Yes,Unsure,3,No,4,3,No,6,Yes,0.29,0.693,0.675,0.711,Complacent High Earner,0.712
R06713,42,Male,USA,Bachelor's,Part-time Employed,Financial Services,Executive/C-suite,19,$75-120K,1.0,3,Yes,61-80%,3,No,None,0.0,3,No Relevant Programs,In-person Classroom,None,Employer,Yes,No,3,No,3,2,No,7,Yes,0.71,0.125,0.525,1.852,Complacent High Earner,0.508
R06714,28,Female,Germany,PhD,Self-employed/Freelancer,Healthcare,Mid-level,6,€40-65K,1.0,3,No,81-100%,4,No,None,1.1,3,Cost,Online Instructor-led,Software Development,Government Campaign,No,Yes,2,Yes,3,2,No,5,No,0.47,0.342,0.387,0.71,At-Risk Low Earner,0.542
R06715,32,Male,Brazil,High School/Diploma,Full-time Employed,Financial Services,Entry-level,7,R$20-40K,2.0,3,No,61-80%,3,No,None,0.6,2,Family Responsibilities,Online Self-paced,Soft Skills/Leadership,Self-Research,No,Unsure,1,Yes,5,2,No,5,No,0.41,0.272,0.15,0.887,At-Risk Low Earner,0.654
